user,item,status
6434947571868762116,6067942303912165380,3
6434947571868762116,6184622140705210376,2
6434947571868762116,6440449171068551171,2
6096606345677504516,2048180,4
2090517,6181286870140321800,3
2090517,6106374923238768643,2
2090517,6184622140705210376,4
2090517,6067942303912165380,1
6181649107870810117,6184622140705210376,4
2090517,2090478,4
2090517,2004819,4
2090517,2073000,4
2090517,2090497,4
2090517,2090543,4
2090517,2090547,4
2090517,6067582407953874948,4
2090517,6096599297501954053,4
2090517,6096600386666233859,4
2090517,6096606342435307523,4
2090517,6139639185314676740,4
2090517,6140345942643048451,4
2090517,6144063172425809923,4
2090517,6144407530324885508,4
2090517,6168949732493230085,4
2090517,6169075093675704328,4
2090517,6169086716670902279,4
2090517,6169092036575100932,4
2090517,6169099694648590343,4
2090517,6169120668890693637,4
2090517,6169121590861627400,4
2090517,6169710269715972100,4
2090517,6211440366961295368,4
2090517,6225556662300704771,4
6096598806416064517,6141540672802390021,4
6096598806416064517,6142205796907220995,4
6096598806416064517,6142208845298008068,4
6096598806416064517,6142209540252237829,4
6097939887409856517,6108459960125882373,4
6181649107870810117,2090478,4
6181649107870810117,6067942303912165380,4
6181649107870810117,6128448197133074436,4
6181649107870810117,6171129651931381767,4
6181649107870810117,6184593729785954307,4
6181649107870810117,6211440366961295368,4
2090318,6097583634938593285,4
6169700141746880518,6096600386666233859,4
6096606342955401221,2090543,4
6097939906393276421,2090255,4
6108460076148719621,6108460075934810115,4
6139392465741807621,2004819,4
6141540672802390021,6096598806416064517,4
6212173235241353221,6184593729785954307,4
6293623874588246021,6184593729785954307,4
6319732347755298821,6184593729785954307,4
6096606342435307523,2090517,4
6133608747441848323,2090547,4
6144063172425809923,2004819,4
6144063172425809923,2073000,4
6144063172425809923,2090517,4
6097939886998814724,6108459960125882373,4
6169045254029705224,2090543,4
6169712062067900424,2004819,4
6183181794326609925,2090543,4
6097941151375949827,2090478,4
6097941151375949827,2090547,4
6097941151375949827,6096599297501954053,4
6097941151375949827,6096600386666233859,4
6097941151375949827,6097939880510226437,4
6097941151375949827,6116422307318595588,4
6097941151375949827,6184593729785954307,4
6120150257813684227,6096596154248593412,4
6169075093675704328,2090517,4
6199783266476621828,6067942303912165380,4
6211452359277543429,6067942303912165380,4
6211452359277543429,2090478,1
6211452359277543429,6110720863072419843,4
6211452359277543429,6440449171068551171,4
6211452359277543429,6470486843300249606,1
6211452359277543429,6106374923238768643,3
6108460058016743429,6184593729785954307,4
6142209540252237829,6096598806416064517,4
6211452359277543429,6184593729785954307,4
6258165581950746629,6184593729785954307,4
2090531,2004819,4
2090531,2090478,4
2090531,2090547,4
2090531,6096606343429357572,4
6169025994003841032,2090543,4
6169092036575100932,2090517,4
6083150655445270533,6083125955935600644,4
6096600388524310533,6115091924115259396,4
6097939889418928133,2046485,4
6144749202128764933,2004819,4
135,149,4
135,145,1
6097941150021189635,6097941149673062405,4
6140846838154002435,2004819,4
136,2090546,4
136,6067942303912165380,4
136,6184593729785954307,4
6128448197133074436,2004819,4
6128448197133074436,2090543,4
6128448197133074436,6067942303912165380,4
6128448197133074436,6144423692160991235,4
6128448197133074436,6171129651931381767,4
6128448197133074436,6181649107870810117,4
6128448197133074436,6184622140705210376,4
6128448197133074436,6291536900985454595,4
6128448197133074436,6291555307751473157,4
2064937,2090478,4
2064937,6097939890828214277,4
2064937,6097939891126009859,4
2064937,6098385217494450180,4
6097939880510226437,2090547,4
6097939880510226437,6097941151375949827,4
6097941447607058437,6097941447112130564,4
6120411413853765637,6096596154248593412,4
6169120668890693637,2090517,4
139,6067578338975678468,4
139,6067942303912165380,4
6169392923893825539,6211440366961295368,4
6097633778006491140,6096600386666233859,4
6139639185314676740,2090517,4
6110720863072419843,6067942303912165380,4
6106374923238768643,2090517,5
6110720863072419843,6181286870140321800,4
6110720863072419843,6211452359277543429,4
6106374923238768643,6067942303912165380,1
6110720863072419843,6106374923238768643,4
6106374923238768643,6110720863072419843,4
6106374923238768643,6128084188429025285,4
6106374923238768643,6211452359277543429,4
2090543,2090468,4
2090543,2090478,4
2090543,2090517,4
2090543,2090546,4
2090543,2090549,4
2090543,2090550,4
2090543,6067942303912165380,4
2090543,6096606342955401221,4
2090543,6096606343093813251,4
2090543,6097939905827045380,4
2090543,6106324705919107077,4
2090543,6110039778189639685,4
2090543,6128448197133074436,4
2090543,6138596434712199173,4
2090543,6169025994003841032,4
2090543,6169026933259501573,4
2090543,6169045254029705224,4
2090543,6169048110304591879,4
2090543,6169406263525376005,4
2090543,6183181794326609925,4
6106380538468106243,2004819,4
6110720863072419843,2090497,4
6169099694648590343,2090517,4
2090344,2090365,4
2090344,2090384,4
2090344,6097939882225696771,4
2090344,6098305686381264899,4
6083125955935600644,6083150655445270533,4
6097939890270371844,2090550,4
6097939893730672644,6108459960125882373,4
2089345,2090549,4
2089345,6097939889649614852,4
2089345,6097939889683169283,4
2089345,6097939890073239557,4
6097939888068362245,6108459960125882373,4
6109983290729431045,6067942303912165380,4
6109983290729431045,6108459960125882373,4
2090546,136,4
2090546,2090543,4
2090546,2090550,4
6169749572487741446,2004819,4
6435373946601734147,6294004642984493061,4
2090547,2004819,4
2090547,2090517,4
2090547,2090531,4
2090547,6067942303912165380,4
2090547,6096606343429357572,4
2090547,6097939880510226437,4
2090547,6097939881172926469,4
2090547,6097941151375949827,4
2090547,6133608747441848323,4
6108459960939577347,6097939887686680579,4
6108459960939577347,6097939895685218309,4
6144404384219398147,2004819,4
6067582407953874948,2090517,4
6141539310102380548,6096599297501954053,4
6185005139665879048,2004819,4
2090549,2046485,4
2090549,2089345,4
2090549,2090384,4
2090549,2090543,4
2090549,2090550,4
2090549,6097939882208919556,4
6106379252393836549,2073000,4
2090550,2090543,4
2090550,2090546,4
2090550,2090549,4
2090550,6097939890270371844,4
2090550,6097939890345869315,4
6096606343093813251,2090543,4
6140345942643048451,2090517,4
6169449168159899651,2004819,4
6097939889649614852,2089345,4
6097939891117621252,2066689,4
6099765861231362052,6097941138038063107,4
6096599297501954053,2090478,4
6096599297501954053,2090517,4
6096599297501954053,6096596154248593412,4
6096599297501954053,6096600386666233859,4
6096599297501954053,6097941151375949827,4
6096599297501954053,6141539310102380548,4
6096599297501954053,6145770488875450372,4
6096599297501954053,6154589040713662467,4
6096599297501954053,6169709385447637000,4
6096599297501954053,6212513528662720518,4
6180260011466293253,2004819,4
6180260011466293253,6184593729785954307,4
6145774479315304454,6096596154248593412,4
6319719221085339654,6184593729785954307,4
2090255,6097939889033052163,4
2090255,6097939906393276421,4
6106350865772183555,6096600386666233859,4
6144763446115172355,2004819,4
6097939882208919556,2090549,4
6120421281918615556,6096596154248593412,4
6169713831367933956,2004819,4
6096606341315428357,2048180,4
6097939890073239557,2089345,4
6291555307751473157,6128448197133074436,4
6096600386666233859,2090517,4
6096600386666233859,6096599297501954053,4
6096600386666233859,6097633778006491140,4
6096600386666233859,6097941151375949827,4
6096600386666233859,6106350865772183555,4
6096600386666233859,6169107468942049287,4
6096600386666233859,6169469994372431876,4
6096600386666233859,6169700141746880518,4
6096600386666233859,6170850698352132103,4
6097939891126009859,2064937,4
6141515680349945860,2004819,4
6294004642984493061,6435373946601734147,4
6144419116619923461,2004819,4
6294004642984493061,6184593729785954307,4
6097939889033052163,2090255,4
6097939894485647363,6108459960125882373,4
6097941447112130564,6097941447607058437,4
2090365,2090344,4
2090365,2090384,4
6120151934839029765,6096596154248593412,4
6144319429132943365,6211440366961295368,4
6169453132209192965,2004819,4
6096606341747441667,2048180,4
6096606341747441667,2090478,4
6154589040713662467,6096599297501954053,4
6165838997655388167,6067942303912165380,4
6165838997655388167,6184593729785954307,4
6171129651931381767,6067942303912165380,4
6171129651931381767,6128448197133074436,4
6171129651931381767,6170898204205252613,4
6171129651931381767,6181649107870810117,4
2090468,2090543,4
6067578338975678468,139,4
6067578338975678468,2004819,4
6067578338975678468,2090478,4
6067578338975678468,6067556115057475588,4
6142208845298008068,6096598806416064517,4
6169415911120830468,2004819,4
6211440366961295368,2090517,4
6211440366961295368,6067942303912165380,4
6211440366961295368,6080630147013148675,4
6211440366961295368,6144319429132943365,4
6211440366961295368,6169392923893825539,4
6211440366961295368,6181649107870810117,4
6211440366961295368,6184593729785954307,4
6097939881172926469,2090547,4
6440449171068551171,6211452359277543429,2
6440449171068551171,6067942303912165380,2
6440449171068551171,6434947571868762116,4
6097939882225696771,2090344,4
6096606343429357572,2090531,4
6096606343429357572,2090547,4
6145770488875450372,6096596154248593412,4
6145770488875450372,6096599297501954053,4
6169452144245080072,2004819,4
6108459960125882373,6097939886998814724,4
6108459960125882373,6097939887086895107,4
6108459960125882373,6097939887409856517,4
6108459960125882373,6097939888068362245,4
6108459960125882373,6097939893730672644,4
6108459960125882373,6097939893793587203,4
6108459960125882373,6097939894183657477,4
6108459960125882373,6097939894426927108,4
6108459960125882373,6097939894485647363,4
6108459960125882373,6109983290729431045,4
6169026933259501573,2090543,4
6169453783802707973,2004819,4
6080630147013148675,6179897190278758407,4
6080630147013148675,6184593729785954307,4
6080630147013148675,6211440366961295368,4
6169469994372431876,6096600386666233859,4
6097939890828214277,2064937,4
6097939894183657477,6108459960125882373,4
6106324705919107077,2090543,4
2090478,6128084188429025285,4
2090478,6211452359277543429,4
2090478,6181286870140321800,4
2090478,6470486843300249606,1
2090478,2090517,4
2090478,2004819,4
2090478,2064937,4
2090478,2090497,4
2090478,2090498,4
6097939887686680579,6108459960939577347,4
6169048110304591879,2090543,4
6169086716670902279,2090517,4
6067942303912165380,6184622140705210376,1
6067942303912165380,6110720863072419843,1
6067942303912165380,2090517,1
6067942303912165380,6181286870140321800,2
6067942303912165380,6434947571868762116,4
6067942303912165380,6211452359277543429,4
6067942303912165380,6128084188429025285,2
6067942303912165380,6470486843300249606,4
6067942303912165380,6440449171068551171,4
6067942303912165380,6106374923238768643,4
2048180,6096606341315428357,4
2048180,6096606341747441667,4
2048180,6096606342213009412,4
2048180,6096606345677504516,4
6067942303912165380,136,4
6067942303912165380,139,4
6067942303912165380,2004819,4
6067942303912165380,2090478,4
6067942303912165380,2090497,4
6097939889683169283,2089345,4
6169458977202503683,2004819,4
2090384,2090344,4
2090384,2090365,4
2090384,2090549,4
6128084188429025285,6067942303912165380,4
6128084188429025285,2090478,4
6128084188429025285,6106374923238768643,4
2046485,2090549,4
2046485,6097939888944971780,4
2046485,6097939889418928133,4
6097583634938593285,2090318,4
6110039778189639685,2090543,4
6169466138766868486,2004819,4
6169107468942049287,6096600386666233859,4
6191069778552029187,6067942303912165380,4
6067556115057475588,2090478,4
6067556115057475588,6067578338975678468,4
6095516683504451588,6184593729785954307,4
6116422307318595588,6097941151375949827,4
6141135629355843588,2004819,4
2066689,6097939891117621252,4
6144775696666329092,2004819,4
6108459976299118595,6366950801142710277,4
6142205796907220995,6096598806416064517,4
6145775346219220995,6096596154248593412,4
6291536900985454595,2004819,4
6291536900985454595,6067942303912165380,4
6291536900985454595,6128448197133074436,4
6291536900985454595,6184593729785954307,4
6115091924115259396,6096600388524310533,4
6445572420521689096,6184593729785954307,4
2090497,2090478,4
2090497,2090517,4
2090497,6067942303912165380,4
2090497,6110720863072419843,4
2090498,2090478,4
6098305686381264899,2090344,4
